   r(mas)        I/I0_B        I/I0_V        I/I0_R        I/I0_I        I/I0_H        I/I0_K
5.6954806e-01 7.8159190e-01 8.2982720e-01 8.5881570e-01 8.8739680e-01 9.4191990e-01 9.5122940e-01
5.7070491e-01 7.8063000e-01 8.2896500e-01 8.5815460e-01 8.8684370e-01 9.4162630e-01 9.5101720e-01
5.7185796e-01 7.7965160e-01 8.2823120e-01 8.5755000e-01 8.8633220e-01 9.4134970e-01 9.5084080e-01
5.7300721e-01 7.7867730e-01 8.2748060e-01 8.5685300e-01 8.8574500e-01 9.4097820e-01 9.5061870e-01
5.7415270e-01 7.7768170e-01 8.2669640e-01 8.5621330e-01 8.8526490e-01 9.4070260e-01 9.5026730e-01
5.7529445e-01 7.7677010e-01 8.2597930e-01 8.5561320e-01 8.8475370e-01 9.4040360e-01 9.5006990e-01
5.7643247e-01 7.7577780e-01 8.2514140e-01 8.5488460e-01 8.8421860e-01 9.4014160e-01 9.4982420e-01
5.7756680e-01 7.7480760e-01 8.2440920e-01 8.5423320e-01 8.8370410e-01 9.3988180e-01 9.4957550e-01
5.7869744e-01 7.7384970e-01 8.2364930e-01 8.5351620e-01 8.8317130e-01 9.3955530e-01 9.4927530e-01
5.7982443e-01 7.7285270e-01 8.2292490e-01 8.5293840e-01 8.8256820e-01 9.3926270e-01 9.4915270e-01
5.8094779e-01 7.7190890e-01 8.2220930e-01 8.5232750e-01 8.8204740e-01 9.3899440e-01 9.4878240e-01
5.8206752e-01 7.7094060e-01 8.2132820e-01 8.5165180e-01 8.8145590e-01 9.3865130e-01 9.4868540e-01
5.8318367e-01 7.6999790e-01 8.2053470e-01 8.5094800e-01 8.8094360e-01 9.3837660e-01 9.4835760e-01
5.8429624e-01 7.6900990e-01 8.1968860e-01 8.5024870e-01 8.8046400e-01 9.3810460e-01 9.4809110e-01
5.8540527e-01 7.6804880e-01 8.1894810e-01 8.4958310e-01 8.7991620e-01 9.3782030e-01 9.4789020e-01
5.8651075e-01 7.6707720e-01 8.1823190e-01 8.4899600e-01 8.7939740e-01 9.3743860e-01 9.4755130e-01
5.8761273e-01 7.6612090e-01 8.1738810e-01 8.4832220e-01 8.7886840e-01 9.3718940e-01 9.4729600e-01
5.8871121e-01 7.6516160e-01 8.1667070e-01 8.4770750e-01 8.7830940e-01 9.3689710e-01 9.4713960e-01
5.8980622e-01 7.6418410e-01 8.1571180e-01 8.4700140e-01 8.7782740e-01 9.3655250e-01 9.4690420e-01
5.9089778e-01 7.6321490e-01 8.1498100e-01 8.4635280e-01 8.7733570e-01 9.3632390e-01 9.4668530e-01
5.9198590e-01 7.6224790e-01 8.1415670e-01 8.4565110e-01 8.7666790e-01 9.3603520e-01 9.4636660e-01
5.9307061e-01 7.6127930e-01 8.1343750e-01 8.4503740e-01 8.7615380e-01 9.3574000e-01 9.4614550e-01
5.9415192e-01 7.6033450e-01 8.1268360e-01 8.4435900e-01 8.7561120e-01 9.3535840e-01 9.4586210e-01
5.9522985e-01 7.5933890e-01 8.1188490e-01 8.4368540e-01 8.7505130e-01 9.3506790e-01 9.4557190e-01
5.9630442e-01 7.5840890e-01 8.1114270e-01 8.4301820e-01 8.7454610e-01 9.3481740e-01 9.4548200e-01
5.9737565e-01 7.5741090e-01 8.1036070e-01 8.4239610e-01 8.7406640e-01 9.3452630e-01 9.4505900e-01
5.9844355e-01 7.5649790e-01 8.0954970e-01 8.4173810e-01 8.7358670e-01 9.3418900e-01 9.4490850e-01
5.9950815e-01 7.5550930e-01 8.0877490e-01 8.4103220e-01 8.7301380e-01 9.3393150e-01 9.4466110e-01
6.0056946e-01 7.5455720e-01 8.0801960e-01 8.4034740e-01 8.7245070e-01 9.3354990e-01 9.4439550e-01
6.0162749e-01 7.5357080e-01 8.0717800e-01 8.3968990e-01 8.7189230e-01 9.3337790e-01 9.4416670e-01
6.0268228e-01 7.5260810e-01 8.0645250e-01 8.3908370e-01 8.7138170e-01 9.3303010e-01 9.4391650e-01
6.0373382e-01 7.5166700e-01 8.0565430e-01 8.3838040e-01 8.7078440e-01 9.3270110e-01 9.4369850e-01
6.0478215e-01 7.5068490e-01 8.0489960e-01 8.3774670e-01 8.7030470e-01 9.3235570e-01 9.4334300e-01
6.0582727e-01 7.4973930e-01 8.0413880e-01 8.3706470e-01 8.6973910e-01 9.3210780e-01 9.4319450e-01
6.0686921e-01 7.4875440e-01 8.0331570e-01 8.3639040e-01 8.6922500e-01 9.3178810e-01 9.4287320e-01
6.0790797e-01 7.4781860e-01 8.0255140e-01 8.3576180e-01 8.6870250e-01 9.3152830e-01 9.4266540e-01
6.0894358e-01 7.4684850e-01 8.0181100e-01 8.3511510e-01 8.6814750e-01 9.3118050e-01 9.4241450e-01
6.0997605e-01 7.4589540e-01 8.0104030e-01 8.3440740e-01 8.6760210e-01 9.3084320e-01 9.4207120e-01
6.1100540e-01 7.4490970e-01 8.0007990e-01 8.3373060e-01 8.6709680e-01 9.3056750e-01 9.4187690e-01
6.1203165e-01 7.4397300e-01 7.9936030e-01 8.3309050e-01 8.6648470e-01 9.3028470e-01 9.4157660e-01
6.1305480e-01 7.4299640e-01 7.9864170e-01 8.3248650e-01 8.6593960e-01 9.2999210e-01 9.4142410e-01
6.1407487e-01 7.4203230e-01 7.9784950e-01 8.3178290e-01 8.6539880e-01 9.2961040e-01 9.4111810e-01
6.1509189e-01 7.4105520e-01 7.9698850e-01 8.3109490e-01 8.6487390e-01 9.2940710e-01 9.4087530e-01
6.1610586e-01 7.4010740e-01 7.9621750e-01 8.3038780e-01 8.6437620e-01 9.2902550e-01 9.4053190e-01
6.1711680e-01 7.3915760e-01 7.9550770e-01 8.2979650e-01 8.6386390e-01 9.2872590e-01 9.4035610e-01
6.1812473e-01 7.3820470e-01 7.9472610e-01 8.2916010e-01 8.6325620e-01 9.2843070e-01 9.4006430e-01
6.1912965e-01 7.3724180e-01 7.9399510e-01 8.2851400e-01 8.6263780e-01 9.2813090e-01 9.3986040e-01
6.2013159e-01 7.3627530e-01 7.9310460e-01 8.2776320e-01 8.6215250e-01 9.2785710e-01 9.3962570e-01
6.2113056e-01 7.3531980e-01 7.9233600e-01 8.2700150e-01 8.6162640e-01 9.2750930e-01 9.3932700e-01
6.2212657e-01 7.3437080e-01 7.9161630e-01 8.2641410e-01 8.6114680e-01 9.2721700e-01 9.3903150e-01
6.2311964e-01 7.3339570e-01 7.9081530e-01 8.2584750e-01 8.6063850e-01 9.2683620e-01 9.3885320e-01
6.2410978e-01 7.3244730e-01 7.8994490e-01 8.2517930e-01 8.6003350e-01 9.2655970e-01 9.3847320e-01
6.2509700e-01 7.3147560e-01 7.8913560e-01 8.2449370e-01 8.5945740e-01 9.2627790e-01 9.3825900e-01
6.2608132e-01 7.3052580e-01 7.8836770e-01 8.2375030e-01 8.5892030e-01 9.2598750e-01 9.3813930e-01
6.2706276e-01 7.2957630e-01 7.8760480e-01 8.2303300e-01 8.5839160e-01 9.2567830e-01 9.3770070e-01
6.2804132e-01 7.2860360e-01 7.8687730e-01 8.2246720e-01 8.5787800e-01 9.2534010e-01 9.3754510e-01
6.2901702e-01 7.2766080e-01 7.8607670e-01 8.2186190e-01 8.5733300e-01 9.2499690e-01 9.3736890e-01
6.2998987e-01 7.2669270e-01 7.8531980e-01 8.2115350e-01 8.5672280e-01 9.2475510e-01 9.3693440e-01
6.3095989e-01 7.2573870e-01 7.8446110e-01 8.2047400e-01 8.5621760e-01 9.2442000e-01 9.3685530e-01
6.3192708e-01 7.2479320e-01 7.8370920e-01 8.1970860e-01 8.5569970e-01 9.2408170e-01 9.3651810e-01
6.3289147e-01 7.2384440e-01 7.8296060e-01 8.1908760e-01 8.5517600e-01 9.2378560e-01 9.3634020e-01
6.3385307e-01 7.2286170e-01 7.8222640e-01 8.1846080e-01 8.5460140e-01 9.2340490e-01 9.3603000e-01
6.3481188e-01 7.2194170e-01 7.8139900e-01 8.1778140e-01 8.5401970e-01 9.2311380e-01 9.3582100e-01
6.3576792e-01 7.2096190e-01 7.8063840e-01 8.1716500e-01 8.5347670e-01 9.2289490e-01 9.3536890e-01
6.3672120e-01 7.2001240e-01 7.7981450e-01 8.1650250e-01 8.5291790e-01 9.2261150e-01 9.3530810e-01
6.3767174e-01 7.1904660e-01 7.7897880e-01 8.1577520e-01 8.5243310e-01 9.2225770e-01 9.3479540e-01
6.3861955e-01 7.1810690e-01 7.7826650e-01 8.1512670e-01 8.5193750e-01 9.2195330e-01 9.3470540e-01
6.3956463e-01 7.1714940e-01 7.7736020e-01 8.1438440e-01 8.5141910e-01 9.2162680e-01 9.3446060e-01
6.4050701e-01 7.1621960e-01 7.7663580e-01 8.1378190e-01 8.5077240e-01 9.2129690e-01 9.3413190e-01
6.4144669e-01 7.1525390e-01 7.7586120e-01 8.1315270e-01 8.5023010e-01 9.2094910e-01 9.3390230e-01
6.4238368e-01 7.1430850e-01 7.7511060e-01 8.1244180e-01 8.4972480e-01 9.2064800e-01 9.3359200e-01
6.4331800e-01 7.1333110e-01 7.7433420e-01 8.1177950e-01 8.4918070e-01 9.2034960e-01 9.3347080e-01
6.4424966e-01 7.1239060e-01 7.7353250e-01 8.1106460e-01 8.4863200e-01 9.2007480e-01 9.3307910e-01
6.4517867e-01 7.1143730e-01 7.7271910e-01 8.1040970e-01 8.4805250e-01 9.1972700e-01 9.3293090e-01
6.4610504e-01 7.1049320e-01 7.7191970e-01 8.0980920e-01 8.4748100e-01 9.1942740e-01 9.3258460e-01
6.4702878e-01 7.0954630e-01 7.7113720e-01 8.0914050e-01 8.4696810e-01 9.1904670e-01 9.3236560e-01
6.4794991e-01 7.0859200e-01 7.7038820e-01 8.0844340e-01 8.4645040e-01 9.1875060e-01 9.3210560e-01
6.4886843e-01 7.0762200e-01 7.6954100e-01 8.0774280e-01 8.4590910e-01 9.1842320e-01 9.3182800e-01
6.4978436e-01 7.0670020e-01 7.6881030e-01 8.0706200e-01 8.4538200e-01 9.1813150e-01 9.3159200e-01
6.5069770e-01 7.0573600e-01 7.6809190e-01 8.0647450e-01 8.4478840e-01 9.1778370e-01 9.3128810e-01
6.5160847e-01 7.0480380e-01 7.6734240e-01 8.0578310e-01 8.4423030e-01 9.1752760e-01 9.3106390e-01
6.5251669e-01 7.0385780e-01 7.6653920e-01 8.0506630e-01 8.4366900e-01 9.1714690e-01 9.3078100e-01
6.5342235e-01 7.0288600e-01 7.6565340e-01 8.0440710e-01 8.4315610e-01 9.1679910e-01 9.3048910e-01
6.5432547e-01 7.0193950e-01 7.6492030e-01 8.0377880e-01 8.4258190e-01 9.1654290e-01 9.3025280e-01
6.5522606e-01 7.0099250e-01 7.6413420e-01 8.0306940e-01 8.4201570e-01 9.1616220e-01 9.2994920e-01
6.5612413e-01 7.0005660e-01 7.6339310e-01 8.0243930e-01 8.4150210e-01 9.1587790e-01 9.2965860e-01
6.5701969e-01 6.9909500e-01 7.6245590e-01 8.0167450e-01 8.4097600e-01 9.1553940e-01 9.2956310e-01
6.5791276e-01 6.9815300e-01 7.6169240e-01 8.0103670e-01 8.4049630e-01 9.1524070e-01 9.2915460e-01
6.5880333e-01 6.9720670e-01 7.6096810e-01 8.0043060e-01 8.3986960e-01 9.1491330e-01 9.2904800e-01
6.5969143e-01 6.9629540e-01 7.6024660e-01 7.9975250e-01 8.3927440e-01 9.1465480e-01 9.2856470e-01
6.6057706e-01 6.9532870e-01 7.5938150e-01 7.9905190e-01 8.3868550e-01 9.1431030e-01 9.2850810e-01
6.6146023e-01 6.9438150e-01 7.5858090e-01 7.9836390e-01 8.3817390e-01 9.1397210e-01 9.2815730e-01
6.6234096e-01 6.9345560e-01 7.5776560e-01 7.9768650e-01 8.3769160e-01 9.1366990e-01 9.2791770e-01
6.6321924e-01 6.9249850e-01 7.5703200e-01 7.9705040e-01 8.3718050e-01 9.1334090e-01 9.2756310e-01
6.6409509e-01 6.9155020e-01 7.5629460e-01 7.9636320e-01 8.3661660e-01 9.1301350e-01 9.2736880e-01
6.6496853e-01 6.9060490e-01 7.5557090e-01 7.9572990e-01 8.3596220e-01 9.1267530e-01 9.2702320e-01
6.6583955e-01 6.8967160e-01 7.5471410e-01 7.9502120e-01 8.3542710e-01 9.1232840e-01 9.2681900e-01
6.6670818e-01 6.8872850e-01 7.5384820e-01 7.9432370e-01 8.3489990e-01 9.1199840e-01 9.2652880e-01
6.6757441e-01 6.8778020e-01 7.5309830e-01 7.9365290e-01 8.3435690e-01 9.1161680e-01 9.2627910e-01
6.6843826e-01 6.8684770e-01 7.5227500e-01 7.9299450e-01 8.3387500e-01 9.1130750e-01 9.2601580e-01
6.6929974e-01 6.8588860e-01 7.5152870e-01 7.9234940e-01 8.3328790e-01 9.1106910e-01 9.2570560e-01
6.7015886e-01 6.8497370e-01 7.5075820e-01 7.9169530e-01 8.3272200e-01 9.1072370e-01 9.2553670e-01
6.7101562e-01 6.8399230e-01 7.5001660e-01 7.9103590e-01 8.3218290e-01 9.1043340e-01 9.2511140e-01
6.7187003e-01 6.8306770e-01 7.4915230e-01 7.9024170e-01 8.3163230e-01 9.1008560e-01 9.2489400e-01
6.7272211e-01 6.8215640e-01 7.4843580e-01 7.8965560e-01 8.3110550e-01 9.0974730e-01 9.2459840e-01
6.7357186e-01 6.8119040e-01 7.4764540e-01 7.8898910e-01 8.3047810e-01 9.0936660e-01 9.2429980e-01
6.7441930e-01 6.8025570e-01 7.4688920e-01 7.8831000e-01 8.2991600e-01 9.0907050e-01 9.2417200e-01
6.7526442e-01 6.7931050e-01 7.4615220e-01 7.8763590e-01 8.2940900e-01 9.0874310e-01 9.2375090e-01
6.7610724e-01 6.7837970e-01 7.4528240e-01 7.8692060e-01 8.2885350e-01 9.0840580e-01 9.2362220e-01
6.7694777e-01 6.7746700e-01 7.4442230e-01 7.8628540e-01 8.2828080e-01 9.0806980e-01 9.2326760e-01
6.7778601e-01 6.7650090e-01 7.4365290e-01 7.8564470e-01 8.2773280e-01 9.0772200e-01 9.2302800e-01
6.7862198e-01 6.7555130e-01 7.4287750e-01 7.8494730e-01 8.2715380e-01 9.0743050e-01 9.2267340e-01
6.7945568e-01 6.7460170e-01 7.4212240e-01 7.8423870e-01 8.2661320e-01 9.0704890e-01 9.2250140e-01
6.8028712e-01 6.7368270e-01 7.4139430e-01 7.8357790e-01 8.2607170e-01 9.0682660e-01 9.2222120e-01
6.8111631e-01 6.7275900e-01 7.4057930e-01 7.8289090e-01 8.2555940e-01 9.0644590e-01 9.2194300e-01
6.8194325e-01 6.7182080e-01 7.3979800e-01 7.8225060e-01 8.2499970e-01 9.0610050e-01 9.2168970e-01
6.8276797e-01 6.7089510e-01 7.3895980e-01 7.8156480e-01 8.2442200e-01 9.0577050e-01 9.2134880e-01
6.8359045e-01 6.6991490e-01 7.3818630e-01 7.8086410e-01 8.2386780e-01 9.0542370e-01 9.2121580e-01
6.8441072e-01 6.6899260e-01 7.3745600e-01 7.8022160e-01 8.2327650e-01 9.0513100e-01 9.2075460e-01
6.8522878e-01 6.6806400e-01 7.3663440e-01 7.7950660e-01 8.2278830e-01 9.0474940e-01 9.2062160e-01
6.8604464e-01 6.6713380e-01 7.3586980e-01 7.7878620e-01 8.2219020e-01 9.0442200e-01 9.2032520e-01
6.8685830e-01 6.6622350e-01 7.3505780e-01 7.7818340e-01 8.2164670e-01 9.0412680e-01 9.2001050e-01
6.8766977e-01 6.6528040e-01 7.3426140e-01 7.7753820e-01 8.2111690e-01 9.0374520e-01 9.1973090e-01
6.8847906e-01 6.6432010e-01 7.3350990e-01 7.7687190e-01 8.2055940e-01 9.0340700e-01 9.1937010e-01
6.8928619e-01 6.6338860e-01 7.3268060e-01 7.7622810e-01 8.2002500e-01 9.0309870e-01 9.1913670e-01
6.9009115e-01 6.6248470e-01 7.3185610e-01 7.7540060e-01 8.1942040e-01 9.0280640e-01 9.1891990e-01
6.9089395e-01 6.6153580e-01 7.3112280e-01 7.7479970e-01 8.1890680e-01 9.0242470e-01 9.1867820e-01
6.9169460e-01 6.6059030e-01 7.3039800e-01 7.7421370e-01 8.1833870e-01 9.0214170e-01 9.1840640e-01
6.9249312e-01 6.5969120e-01 7.2956080e-01 7.7348410e-01 8.1776710e-01 9.0179390e-01 9.1808550e-01
6.9328949e-01 6.5874150e-01 7.2881990e-01 7.7277060e-01 8.1723150e-01 9.0145780e-01 9.1781210e-01
6.9408375e-01 6.5781160e-01 7.2798050e-01 7.7198410e-01 8.1659370e-01 9.0107710e-01 9.1752020e-01
6.9487588e-01 6.5685070e-01 7.2723140e-01 7.7141450e-01 8.1605360e-01 9.0078340e-01 9.1723860e-01
6.9566590e-01 6.5592000e-01 7.2649070e-01 7.7083880e-01 8.1551790e-01 9.0047900e-01 9.1698680e-01
6.9645382e-01 6.5502500e-01 7.2562650e-01 7.7007060e-01 8.1498470e-01 9.0009740e-01 9.1678000e-01
6.9723964e-01 6.5409070e-01 7.2481310e-01 7.6936420e-01 8.1444800e-01 8.9971660e-01 9.1641330e-01
6.9802336e-01 6.5317490e-01 7.2402720e-01 7.6866790e-01 8.1382830e-01 8.9938930e-01 9.1611650e-01
6.9880501e-01 6.5221870e-01 7.2325360e-01 7.6802910e-01 8.1328780e-01 8.9909090e-01 9.1580650e-01
6.9958457e-01 6.5129040e-01 7.2248840e-01 7.6738250e-01 8.1277660e-01 8.9871010e-01 9.1554300e-01
7.0036207e-01 6.5035730e-01 7.2173430e-01 7.6666560e-01 8.1219150e-01 8.9837190e-01 9.1525770e-01
7.0113751e-01 6.4944960e-01 7.2096450e-01 7.6600200e-01 8.1164530e-01 8.9799030e-01 9.1508870e-01
7.0191089e-01 6.4851310e-01 7.2021400e-01 7.6534770e-01 8.1103760e-01 8.9764340e-01 9.1468290e-01
7.0268222e-01 6.4757980e-01 7.1928650e-01 7.6463300e-01 8.1047210e-01 8.9735900e-01 9.1454880e-01
7.0345150e-01 6.4666490e-01 7.1851230e-01 7.6394950e-01 8.0998630e-01 8.9697740e-01 9.1405660e-01
7.0421876e-01 6.4575260e-01 7.1776160e-01 7.6326870e-01 8.0947050e-01 8.9673100e-01 9.1400000e-01
7.0498398e-01 6.4480440e-01 7.1698410e-01 7.6261730e-01 8.0887750e-01 8.9635630e-01 9.1351670e-01
7.0574718e-01 6.4389970e-01 7.1626640e-01 7.6200000e-01 8.0819320e-01 8.9597460e-01 9.1344590e-01
7.0650836e-01 6.4297540e-01 7.1543140e-01 7.6122540e-01 8.0764880e-01 8.9559300e-01 9.1298330e-01
7.0726754e-01 6.4201040e-01 7.1461380e-01 7.6053780e-01 8.0715700e-01 8.9526400e-01 9.1278480e-01
7.0802471e-01 6.4108890e-01 7.1382580e-01 7.5984470e-01 8.0665460e-01 8.9495960e-01 9.1245520e-01
7.0877988e-01 6.4020030e-01 7.1302510e-01 7.5921550e-01 8.0602010e-01 8.9457790e-01 9.1219210e-01
7.0953307e-01 6.3923550e-01 7.1228350e-01 7.5861810e-01 8.0550630e-01 8.9419630e-01 9.1184450e-01
7.1028427e-01 6.3833910e-01 7.1151140e-01 7.5785240e-01 8.0488440e-01 8.9381560e-01 9.1151670e-01
7.1103349e-01 6.3742350e-01 7.1070970e-01 7.5717480e-01 8.0431800e-01 8.9357380e-01 9.1128620e-01
7.1178075e-01 6.3651950e-01 7.0986110e-01 7.5644850e-01 8.0378750e-01 8.9319210e-01 9.1103290e-01
7.1252603e-01 6.3557270e-01 7.0912780e-01 7.5580400e-01 8.0320610e-01 8.9284550e-01 9.1082540e-01
7.1326936e-01 6.3465620e-01 7.0835600e-01 7.5511020e-01 8.0265780e-01 8.9250720e-01 9.1043870e-01
7.1401074e-01 6.3372560e-01 7.0760650e-01 7.5447000e-01 8.0208530e-01 8.9215940e-01 9.1013220e-01
7.1475017e-01 6.3279040e-01 7.0681120e-01 7.5379880e-01 8.0158350e-01 8.9177770e-01 9.0989880e-01
7.1548765e-01 6.3186010e-01 7.0595620e-01 7.5309030e-01 8.0100680e-01 8.9144870e-01 9.0956690e-01
7.1622321e-01 6.3097100e-01 7.0512290e-01 7.5231540e-01 8.0036640e-01 8.9106710e-01 9.0930460e-01
7.1695683e-01 6.3004720e-01 7.0438150e-01 7.5172230e-01 7.9985950e-01 8.9076270e-01 9.0903350e-01
7.1768853e-01 6.2912050e-01 7.0363940e-01 7.5108630e-01 7.9930290e-01 8.9043620e-01 9.0871420e-01
7.1841832e-01 6.2819540e-01 7.0281100e-01 7.5036300e-01 7.9869370e-01 8.9005460e-01 9.0849360e-01
7.1914619e-01 6.2727290e-01 7.0205940e-01 7.4963280e-01 7.9811840e-01 8.8967290e-01 9.0814890e-01
7.1987216e-01 6.2630810e-01 7.0131160e-01 7.4896780e-01 7.9752860e-01 8.8941310e-01 9.0792010e-01
7.2059623e-01 6.2542300e-01 7.0048510e-01 7.4833760e-01 7.9700870e-01 8.8903230e-01 9.0748780e-01
7.2131840e-01 6.2450520e-01 6.9966270e-01 7.4769860e-01 7.9650290e-01 8.8869410e-01 9.0725660e-01
7.2203869e-01 6.2359570e-01 6.9883840e-01 7.4695530e-01 7.9593820e-01 8.8831250e-01 9.0696860e-01
7.2275709e-01 6.2264600e-01 6.9805790e-01 7.4615050e-01 7.9527360e-01 8.8793080e-01 9.0669830e-01
7.2347362e-01 6.2173810e-01 6.9732900e-01 7.4557990e-01 7.9473230e-01 8.8758390e-01 9.0643520e-01
7.2418828e-01 6.2081520e-01 6.9656730e-01 7.4497410e-01 7.9425270e-01 8.8720000e-01 9.0614940e-01
7.2490107e-01 6.1993010e-01 6.9572250e-01 7.4421290e-01 7.9364280e-01 8.8687010e-01 9.0577170e-01
7.2561200e-01 6.1898660e-01 6.9497840e-01 7.4349150e-01 7.9306760e-01 8.8650490e-01 9.0556330e-01
7.2632107e-01 6.1807310e-01 6.9415790e-01 7.4276880e-01 7.9245430e-01 8.8621140e-01 9.0517750e-01
7.2702830e-01 6.1718280e-01 6.9335670e-01 7.4219410e-01 7.9191590e-01 8.8582970e-01 9.0495270e-01
7.2773368e-01 6.1626810e-01 6.9263080e-01 7.4156960e-01 7.9137460e-01 8.8543880e-01 9.0464930e-01
7.2843722e-01 6.1531230e-01 6.9180600e-01 7.4078250e-01 7.9075490e-01 8.8505810e-01 9.0422450e-01
7.2913893e-01 6.1441850e-01 6.9098620e-01 7.4005060e-01 7.9021520e-01 8.8467640e-01 9.0420800e-01
7.2983881e-01 6.1350910e-01 6.9018710e-01 7.3938090e-01 7.8965020e-01 8.8446940e-01 9.0369110e-01
7.3053687e-01 6.1258170e-01 6.8944970e-01 7.3875600e-01 7.8908980e-01 8.8408770e-01 9.0354690e-01
7.3123311e-01 6.1167970e-01 6.8865860e-01 7.3808730e-01 7.8854290e-01 8.8370700e-01 9.0321720e-01
7.3192754e-01 6.1073240e-01 6.8786550e-01 7.3732790e-01 7.8788400e-01 8.8328440e-01 9.0289990e-01
7.3262016e-01 6.0983260e-01 6.8708580e-01 7.3668670e-01 7.8739260e-01 8.8290270e-01 9.0260660e-01
7.3331098e-01 6.0892510e-01 6.8623750e-01 7.3594400e-01 7.8686150e-01 8.8251870e-01 9.0230560e-01
7.3400000e-01 6.0801300e-01 6.8550350e-01 7.3531470e-01 7.8625460e-01 8.8213790e-01 9.0201240e-01
7.3468723e-01 6.0707300e-01 6.8471850e-01 7.3467800e-01 7.8562520e-01 8.8185140e-01 9.0177000e-01
7.3537267e-01 6.0616000e-01 6.8391240e-01 7.3390620e-01 7.8508620e-01 8.8152410e-01 9.0133430e-01
7.3605633e-01 6.0526150e-01 6.8313940e-01 7.3324440e-01 7.8453950e-01 8.8117630e-01 9.0120130e-01
7.3673822e-01 6.0437610e-01 6.8235730e-01 7.3252440e-01 7.8400310e-01 8.8076770e-01 9.0074440e-01
7.3741833e-01 6.0346370e-01 6.8151290e-01 7.3186290e-01 7.8336240e-01 8.8037680e-01 9.0060710e-01
7.3809667e-01 6.0254980e-01 6.8073710e-01 7.3119730e-01 7.8274750e-01 8.7999510e-01 9.0020450e-01
7.3877326e-01 6.0162780e-01 6.7996330e-01 7.3046330e-01 7.8220820e-01 8.7961120e-01 8.9987890e-01
7.3944808e-01 6.0072300e-01 6.7923000e-01 7.2981810e-01 7.8167400e-01 8.7935940e-01 8.9965560e-01
7.4012115e-01 5.9981280e-01 6.7840480e-01 7.2913570e-01 7.8115190e-01 8.7897780e-01 8.9922200e-01
7.4079248e-01 5.9888490e-01 6.7759630e-01 7.2840730e-01 7.8053990e-01 8.7859610e-01 8.9900860e-01
7.4146206e-01 5.9799750e-01 6.7677360e-01 7.2771540e-01 7.8000070e-01 8.7821450e-01 8.9871810e-01
7.4212990e-01 5.9708260e-01 6.7602460e-01 7.2702650e-01 7.7938240e-01 8.7783370e-01 8.9839800e-01
7.4279601e-01 5.9615930e-01 6.7527950e-01 7.2642410e-01 7.7882560e-01 8.7748590e-01 8.9812380e-01
7.4346039e-01 5.9524380e-01 6.7438160e-01 7.2560790e-01 7.7818030e-01 8.7710430e-01 8.9775750e-01
7.4412304e-01 5.9431270e-01 6.7365580e-01 7.2499370e-01 7.7766180e-01 8.7672260e-01 8.9750570e-01
7.4478398e-01 5.9343310e-01 6.7286680e-01 7.2425770e-01 7.7715660e-01 8.7637370e-01 8.9722410e-01
7.4544320e-01 5.9253200e-01 6.7207930e-01 7.2361920e-01 7.7650250e-01 8.7597740e-01 8.9693220e-01
7.4610071e-01 5.9162590e-01 6.7125150e-01 7.2286490e-01 7.7586990e-01 8.7559570e-01 8.9658660e-01
7.4675651e-01 5.9072180e-01 6.7047130e-01 7.2221640e-01 7.7535410e-01 8.7524790e-01 8.9627110e-01
7.4741062e-01 5.8983440e-01 6.6969230e-01 7.2152000e-01 7.7483570e-01 8.7492140e-01 8.9598490e-01
7.4806302e-01 5.8891450e-01 6.6893120e-01 7.2084580e-01 7.7429600e-01 8.7453980e-01 8.9566040e-01
7.4871373e-01 5.8799190e-01 6.6818000e-01 7.2018280e-01 7.7354640e-01 8.7415810e-01 8.9533080e-01
7.4936275e-01 5.8709940e-01 6.6731450e-01 7.1943400e-01 7.7304900e-01 8.7377650e-01 8.9506780e-01
7.5001009e-01 5.8618730e-01 6.6652690e-01 7.1877850e-01 7.7250290e-01 8.7342870e-01 8.9468910e-01
7.5065575e-01 5.8528130e-01 6.6573240e-01 7.1807890e-01 7.7190430e-01 8.7308910e-01 8.9447350e-01
7.5129974e-01 5.8439430e-01 6.6499140e-01 7.1738760e-01 7.7130270e-01 8.7274990e-01 8.9409490e-01
7.5194205e-01 5.8345240e-01 6.6416290e-01 7.1669000e-01 7.7075370e-01 8.7234040e-01 8.9392890e-01
7.5258270e-01 5.8256730e-01 6.6337560e-01 7.1599580e-01 7.7019600e-01 8.7192120e-01 8.9350220e-01
7.5322168e-01 5.8165770e-01 6.6256310e-01 7.1534950e-01 7.6964580e-01 8.7150420e-01 8.9331430e-01
7.5385900e-01 5.8076460e-01 6.6177900e-01 7.1457220e-01 7.6895330e-01 8.7115640e-01 8.9289160e-01
7.5449468e-01 5.7987570e-01 6.6096400e-01 7.1382580e-01 7.6844640e-01 8.7073610e-01 8.9260040e-01
7.5512870e-01 5.7897860e-01 6.6022070e-01 7.1320100e-01 7.6790260e-01 8.7035210e-01 8.9231810e-01
7.5576107e-01 5.7805030e-01 6.5946950e-01 7.1259500e-01 7.6729690e-01 8.6997050e-01 8.9198970e-01
7.5639181e-01 5.7715210e-01 6.5861130e-01 7.1184660e-01 7.6669490e-01 8.6963320e-01 8.9160410e-01
7.5702090e-01 5.7623840e-01 6.5781560e-01 7.1110290e-01 7.6611420e-01 8.6927610e-01 8.9136920e-01
7.5764837e-01 5.7533270e-01 6.5702640e-01 7.1041750e-01 7.6559330e-01 8.6891830e-01 8.9095760e-01
