   r(mas)        I/I0_B        I/I0_V        I/I0_R        I/I0_I        I/I0_H        I/I0_K
7.5827420e-01 5.7446140e-01 6.5627010e-01 7.0976590e-01 7.6495910e-01 8.6849110e-01 8.9079570e-01
7.5889841e-01 5.7355170e-01 6.5550600e-01 7.0908450e-01 7.6433670e-01 8.6811030e-01 8.9036340e-01
7.5952100e-01 5.7265470e-01 6.5468960e-01 7.0837730e-01 7.6379120e-01 8.6772640e-01 8.9002210e-01
7.6014197e-01 5.7172830e-01 6.5383240e-01 7.0763710e-01 7.6325790e-01 8.6734470e-01 8.8982350e-01
7.6076132e-01 5.7082320e-01 6.5307100e-01 7.0698330e-01 7.6267670e-01 8.6699690e-01 8.8942790e-01
7.6137907e-01 5.6993630e-01 6.5231730e-01 7.0633770e-01 7.6206460e-01 8.6657670e-01 8.8918080e-01
7.6199521e-01 5.6905180e-01 6.5152770e-01 7.0558920e-01 7.6148500e-01 8.6618670e-01 8.8887910e-01
7.6260975e-01 5.6814540e-01 6.5066450e-01 7.0480590e-01 7.6094400e-01 8.6582060e-01 8.8851960e-01
7.6322269e-01 5.6725740e-01 6.4992250e-01 7.0418940e-01 7.6031440e-01 8.6536510e-01 8.8813440e-01
7.6383404e-01 5.6634720e-01 6.4913480e-01 7.0350360e-01 7.5976030e-01 8.6498120e-01 8.8784480e-01
7.6444380e-01 5.6544980e-01 6.4833240e-01 7.0278870e-01 7.5918430e-01 8.6459950e-01 8.8761520e-01
7.6505197e-01 5.6453290e-01 6.4754650e-01 7.0210080e-01 7.5860240e-01 8.6430430e-01 8.8724210e-01
7.6565856e-01 5.6366150e-01 6.4673390e-01 7.0137450e-01 7.5796790e-01 8.6392270e-01 8.8695410e-01
7.6626357e-01 5.6274910e-01 6.4596380e-01 7.0073830e-01 7.5741990e-01 8.6353180e-01 8.8664790e-01
7.6686701e-01 5.6186110e-01 6.4515220e-01 6.9998310e-01 7.5693410e-01 8.6308370e-01 8.8634340e-01
7.6746887e-01 5.6095690e-01 6.4439500e-01 6.9932400e-01 7.5624650e-01 8.6269970e-01 8.8597160e-01
7.6806917e-01 5.6006130e-01 6.4358530e-01 6.9859370e-01 7.5562360e-01 8.6231900e-01 8.8569640e-01
7.6866790e-01 5.5914930e-01 6.4277760e-01 6.9792190e-01 7.5502160e-01 8.6193730e-01 8.8541530e-01
7.6926507e-01 5.5830090e-01 6.4199170e-01 6.9724860e-01 7.5454190e-01 8.6158950e-01 8.8500510e-01
7.6986069e-01 5.5739570e-01 6.4120840e-01 6.9652940e-01 7.5392950e-01 8.6120790e-01 8.8476830e-01
7.7045475e-01 5.5646940e-01 6.4041120e-01 6.9578150e-01 7.5325610e-01 8.6078650e-01 8.8428350e-01
7.7104726e-01 5.5556770e-01 6.3963590e-01 6.9514780e-01 7.5268300e-01 8.6033010e-01 8.8415760e-01
7.7163823e-01 5.5468030e-01 6.3880400e-01 6.9443260e-01 7.5217040e-01 8.5990980e-01 8.8363650e-01
7.7222765e-01 5.5377570e-01 6.3804470e-01 6.9373090e-01 7.5162310e-01 8.5952810e-01 8.8345330e-01
7.7281554e-01 5.5290400e-01 6.3724510e-01 6.9300470e-01 7.5094680e-01 8.5914650e-01 8.8312550e-01
7.7340189e-01 5.5200920e-01 6.3645700e-01 6.9233440e-01 7.5040500e-01 8.5879870e-01 8.8280630e-01
7.7398671e-01 5.5110670e-01 6.3567450e-01 6.9168600e-01 7.4979740e-01 8.5841560e-01 8.8253130e-01
7.7457000e-01 5.5021870e-01 6.3485610e-01 6.9091510e-01 7.4924970e-01 8.5799690e-01 8.8205450e-01
7.7515176e-01 5.4932890e-01 6.3404980e-01 6.9019020e-01 7.4858560e-01 8.5766700e-01 8.8180090e-01
7.7573201e-01 5.4846910e-01 6.3330560e-01 6.8957050e-01 7.4806830e-01 8.5724910e-01 8.8146030e-01
7.7631073e-01 5.4755890e-01 6.3247820e-01 6.8883220e-01 7.4741890e-01 8.5679120e-01 8.8120670e-01
7.7688794e-01 5.4667020e-01 6.3166990e-01 6.8809240e-01 7.4681220e-01 8.5640950e-01 8.8078420e-01
7.7746364e-01 5.4578110e-01 6.3086950e-01 6.8739620e-01 7.4628920e-01 8.5602650e-01 8.8055200e-01
7.7803784e-01 5.4487040e-01 6.3010220e-01 6.8675750e-01 7.4575270e-01 8.5564160e-01 8.8023540e-01
7.7861052e-01 5.4399320e-01 6.2930510e-01 6.8606230e-01 7.4514980e-01 8.5521430e-01 8.7980790e-01
7.7918171e-01 5.4308790e-01 6.2852810e-01 6.8529450e-01 7.4447260e-01 8.5483270e-01 8.7964110e-01
7.7975140e-01 5.4221610e-01 6.2767220e-01 6.8455000e-01 7.4389080e-01 8.5449450e-01 8.7906760e-01
7.8031959e-01 5.4128750e-01 6.2691260e-01 6.8392800e-01 7.4332710e-01 8.5407190e-01 8.7891720e-01
7.8088629e-01 5.4041880e-01 6.2612370e-01 6.8321980e-01 7.4277840e-01 8.5364560e-01 8.7851130e-01
7.8145151e-01 5.3952300e-01 6.2535840e-01 6.8258320e-01 7.4212610e-01 8.5319860e-01 8.7825610e-01
7.8201524e-01 5.3865830e-01 6.2452480e-01 6.8177350e-01 7.4160270e-01 8.5281690e-01 8.7786430e-01
7.8257748e-01 5.3776350e-01 6.2372580e-01 6.8110680e-01 7.4095740e-01 8.5241480e-01 8.7756470e-01
7.8313825e-01 5.3687890e-01 6.2294300e-01 6.8040560e-01 7.4034260e-01 8.5203090e-01 8.7720320e-01
7.8369754e-01 5.3601240e-01 6.2216310e-01 6.7974100e-01 7.3980980e-01 8.5161060e-01 8.7691770e-01
7.8425536e-01 5.3511120e-01 6.2138140e-01 6.7900280e-01 7.3920440e-01 8.5119280e-01 8.7653200e-01
7.8481172e-01 5.3419860e-01 6.2055360e-01 6.7828040e-01 7.3858400e-01 8.5076550e-01 8.7624020e-01
7.8536660e-01 5.3334650e-01 6.1976280e-01 6.7759970e-01 7.3800230e-01 8.5031000e-01 8.7593030e-01
7.8592002e-01 5.3245540e-01 6.1897720e-01 6.7693290e-01 7.3746050e-01 8.4992610e-01 8.7556840e-01
7.8647199e-01 5.3156940e-01 6.1820220e-01 6.7617850e-01 7.3676790e-01 8.4954440e-01 8.7523900e-01
7.8702249e-01 5.3066500e-01 6.1736340e-01 6.7543330e-01 7.3621430e-01 8.4911490e-01 8.7489300e-01
7.8757155e-01 5.2981160e-01 6.1656190e-01 6.7476230e-01 7.3563710e-01 8.4870630e-01 8.7452510e-01
7.8811915e-01 5.2892360e-01 6.1579510e-01 6.7409390e-01 7.3508720e-01 8.4835620e-01 8.7430300e-01
7.8866530e-01 5.2802810e-01 6.1499660e-01 6.7333690e-01 7.3441210e-01 8.4797450e-01 8.7383320e-01
7.8921001e-01 5.2714030e-01 6.1419970e-01 6.7266280e-01 7.3381600e-01 8.4751910e-01 8.7350840e-01
7.8975328e-01 5.2625540e-01 6.1338340e-01 6.7191100e-01 7.3329550e-01 8.4705470e-01 8.7323900e-01
7.9029511e-01 5.2536720e-01 6.1262440e-01 6.7131000e-01 7.3267890e-01 8.4663440e-01 8.7289780e-01
7.9083550e-01 5.2449560e-01 6.1181200e-01 6.7048990e-01 7.3200420e-01 8.4625050e-01 8.7248390e-01
7.9137447e-01 5.2362790e-01 6.1099280e-01 6.6977890e-01 7.3144260e-01 8.4586970e-01 8.7222230e-01
7.9191200e-01 5.2273740e-01 6.1021600e-01 6.6913110e-01 7.3088820e-01 8.4543380e-01 8.7182970e-01
7.9244810e-01 5.2186840e-01 6.0943600e-01 6.6846950e-01 7.3031660e-01 8.4497880e-01 8.7153730e-01
7.9298278e-01 5.2097600e-01 6.0864040e-01 6.6766960e-01 7.2960070e-01 8.4451860e-01 8.7121910e-01
7.9351604e-01 5.2010100e-01 6.0781020e-01 6.6694390e-01 7.2907110e-01 8.4409140e-01 8.7094310e-01
7.9404788e-01 5.1921040e-01 6.0702710e-01 6.6628310e-01 7.2851380e-01 8.4374360e-01 8.7042390e-01
7.9457831e-01 5.1831870e-01 6.0627250e-01 6.6564680e-01 7.2788630e-01 8.4336190e-01 8.7020060e-01
7.9510732e-01 5.1745220e-01 6.0544890e-01 6.6483170e-01 7.2720230e-01 8.4294180e-01 8.6982970e-01
7.9563492e-01 5.1659430e-01 6.0461940e-01 6.6409440e-01 7.2659560e-01 8.4248530e-01 8.6939830e-01
7.9616112e-01 5.1570190e-01 6.0384170e-01 6.6344230e-01 7.2608110e-01 8.4206600e-01 8.6916630e-01
7.9668591e-01 5.1480150e-01 6.0308370e-01 6.6280210e-01 7.2548800e-01 8.4168440e-01 8.6878120e-01
7.9720930e-01 5.1394500e-01 6.0228040e-01 6.6206080e-01 7.2488570e-01 8.4121770e-01 8.6850510e-01
7.9773130e-01 5.1305010e-01 6.0141370e-01 6.6125640e-01 7.2428100e-01 8.4083610e-01 8.6809820e-01
7.9825189e-01 5.1217870e-01 6.0065380e-01 6.6061910e-01 7.2367340e-01 8.4036150e-01 8.6767980e-01
7.9877109e-01 5.1133280e-01 5.9988880e-01 6.5996800e-01 7.2308960e-01 8.3990600e-01 8.6742070e-01
7.9928891e-01 5.1041550e-01 5.9909670e-01 6.5923140e-01 7.2242190e-01 8.3948590e-01 8.6700650e-01
7.9980533e-01 5.0951920e-01 5.9822910e-01 6.5840550e-01 7.2181430e-01 8.3910430e-01 8.6661180e-01
8.0032037e-01 5.0868240e-01 5.9745860e-01 6.5775250e-01 7.2130000e-01 8.3872260e-01 8.6634960e-01
8.0083403e-01 5.0779440e-01 5.9668490e-01 6.5709170e-01 7.2062710e-01 8.3825670e-01 8.6600110e-01
8.0134631e-01 5.0693980e-01 5.9582950e-01 6.5626050e-01 7.2001600e-01 8.3783320e-01 8.6570260e-01
8.0185721e-01 5.0605040e-01 5.9505370e-01 6.5560340e-01 7.1944580e-01 8.3741400e-01 8.6520810e-01
8.0236673e-01 5.0513640e-01 5.9426210e-01 6.5491710e-01 7.1885230e-01 8.3703240e-01 8.6493010e-01
8.0287489e-01 5.0427780e-01 5.9348720e-01 6.5423540e-01 7.1827710e-01 8.3655780e-01 8.6459740e-01
8.0338167e-01 5.0341740e-01 5.9265120e-01 6.5340990e-01 7.1758370e-01 8.3614690e-01 8.6427050e-01
8.0388709e-01 5.0253900e-01 5.9186120e-01 6.5276780e-01 7.1707200e-01 8.3567420e-01 8.6387580e-01
8.0439115e-01 5.0167170e-01 5.9109860e-01 6.5210470e-01 7.1644930e-01 8.3525490e-01 8.6365990e-01
8.0489384e-01 5.0077890e-01 5.9029370e-01 6.5135250e-01 7.1583730e-01 8.3487330e-01 8.6313170e-01
8.0539517e-01 4.9991280e-01 5.8946950e-01 6.5058900e-01 7.1519860e-01 8.3441360e-01 8.6275370e-01
8.0589515e-01 4.9903790e-01 5.8868720e-01 6.4994720e-01 7.1463320e-01 8.3403200e-01 8.6253750e-01
8.0639377e-01 4.9817800e-01 5.8789360e-01 6.4925960e-01 7.1401660e-01 8.3361410e-01 8.6207890e-01
8.0689104e-01 4.9732660e-01 5.8707170e-01 6.4843690e-01 7.1343280e-01 8.3314690e-01 8.6180710e-01
8.0738697e-01 4.9641400e-01 5.8627310e-01 6.4775820e-01 7.1275910e-01 8.3263530e-01 8.6137950e-01
8.0788154e-01 4.9558440e-01 5.8547710e-01 6.4706260e-01 7.1221140e-01 8.3225360e-01 8.6105260e-01
8.0837478e-01 4.9469080e-01 5.8470100e-01 6.4636110e-01 7.1160840e-01 8.3182120e-01 8.6071840e-01
8.0886667e-01 4.9383370e-01 5.8389080e-01 6.4561400e-01 7.1093510e-01 8.3136340e-01 8.6030850e-01
8.0935722e-01 4.9293170e-01 5.8307890e-01 6.4490390e-01 7.1030870e-01 8.3086040e-01 8.6004720e-01
8.0984644e-01 4.9208430e-01 5.8228580e-01 6.4418760e-01 7.0977910e-01 8.3047870e-01 8.5964740e-01
8.1033432e-01 4.9121600e-01 5.8148580e-01 6.4347750e-01 7.0920300e-01 8.3009480e-01 8.5917350e-01
8.1082087e-01 4.9035420e-01 5.8068550e-01 6.4276910e-01 7.0855370e-01 8.2959480e-01 8.5890270e-01
8.1130609e-01 4.8946660e-01 5.7987420e-01 6.4204370e-01 7.0786100e-01 8.2912760e-01 8.5856290e-01
8.1178998e-01 4.8856430e-01 5.7908290e-01 6.4130530e-01 7.0732130e-01 8.2869810e-01 8.5821860e-01
8.1227255e-01 4.8773830e-01 5.7827340e-01 6.4060970e-01 7.0675910e-01 8.2831640e-01 8.5783470e-01
8.1275380e-01 4.8685410e-01 5.7749400e-01 6.3990750e-01 7.0602720e-01 8.2785430e-01 8.5741190e-01
8.1323372e-01 4.8600330e-01 5.7669560e-01 6.3921220e-01 7.0551450e-01 8.2736010e-01 8.5715710e-01
8.1371233e-01 4.8512480e-01 5.7588260e-01 6.3846340e-01 7.0491310e-01 8.2697710e-01 8.5661720e-01
8.1418962e-01 4.8428690e-01 5.7507940e-01 6.3772580e-01 7.0423080e-01 8.2646770e-01 8.5641300e-01
8.1466560e-01 4.8340650e-01 5.7427710e-01 6.3698170e-01 7.0359580e-01 8.2603820e-01 8.5599090e-01
8.1514027e-01 4.8254780e-01 5.7348810e-01 6.3627850e-01 7.0302460e-01 8.2561430e-01 8.5559150e-01
8.1561364e-01 4.8165110e-01 5.7266070e-01 6.3556120e-01 7.0246640e-01 8.2515310e-01 8.5538020e-01
8.1608569e-01 4.8080770e-01 5.7187200e-01 6.3482150e-01 7.0182640e-01 8.2471650e-01 8.5486730e-01
8.1655644e-01 4.7991750e-01 5.7108250e-01 6.3413500e-01 7.0115890e-01 8.2429390e-01 8.5450450e-01
8.1702589e-01 4.7907140e-01 5.7026770e-01 6.3340910e-01 7.0058440e-01 8.2375640e-01 8.5420610e-01
8.1749404e-01 4.7821910e-01 5.6946110e-01 6.3265870e-01 6.9999890e-01 8.2336540e-01 8.5381470e-01
8.1796090e-01 4.7736210e-01 5.6867390e-01 6.3198180e-01 6.9931630e-01 8.2289720e-01 8.5338080e-01
8.1842646e-01 4.7647450e-01 5.6787430e-01 6.3124530e-01 6.9869310e-01 8.2251560e-01 8.5308430e-01
8.1889072e-01 4.7563410e-01 5.6705520e-01 6.3048840e-01 6.9816730e-01 8.2203230e-01 8.5275070e-01
8.1935370e-01 4.7476440e-01 5.6626350e-01 6.2979120e-01 6.9750210e-01 8.2158480e-01 8.5232830e-01
8.1981539e-01 4.7388400e-01 5.6545920e-01 6.2909880e-01 6.9686230e-01 8.2112110e-01 8.5189590e-01
8.2027579e-01 4.7299940e-01 5.6466620e-01 6.2831450e-01 6.9624860e-01 8.2054040e-01 8.5153710e-01
8.2073491e-01 4.7216850e-01 5.6385040e-01 6.2762200e-01 6.9567510e-01 8.2011340e-01 8.5112340e-01
8.2119274e-01 4.7130560e-01 5.6304780e-01 6.2689550e-01 6.9504760e-01 8.1969400e-01 8.5092640e-01
8.2164930e-01 4.7045150e-01 5.6224060e-01 6.2612700e-01 6.9442390e-01 8.1923890e-01 8.5043020e-01
8.2210458e-01 4.6956430e-01 5.6144310e-01 6.2547630e-01 6.9378480e-01 8.1871760e-01 8.4993560e-01
8.2255858e-01 4.6871930e-01 5.6062730e-01 6.2473700e-01 6.9316220e-01 8.1829730e-01 8.4976670e-01
8.2301131e-01 4.6784110e-01 5.5983210e-01 6.2396570e-01 6.9253890e-01 8.1788780e-01 8.4932500e-01
8.2346277e-01 4.6701070e-01 5.5903230e-01 6.2326660e-01 6.9194780e-01 8.1737520e-01 8.4878740e-01
8.2391296e-01 4.6614050e-01 5.5823590e-01 6.2258890e-01 6.9137520e-01 8.1695490e-01 8.4859670e-01
8.2436188e-01 4.6528830e-01 5.5742210e-01 6.2179450e-01 6.9064280e-01 8.1643940e-01 8.4814040e-01
8.2480954e-01 4.6442190e-01 5.5662770e-01 6.2111190e-01 6.9002970e-01 8.1600280e-01 8.4775940e-01
8.2525593e-01 4.6355020e-01 5.5582590e-01 6.2040830e-01 6.8948640e-01 8.1543520e-01 8.4738160e-01
8.2570107e-01 4.6268670e-01 5.5499850e-01 6.1962300e-01 6.8885870e-01 8.1505360e-01 8.4709600e-01
8.2614494e-01 4.6181580e-01 5.5420220e-01 6.1889800e-01 6.8816640e-01 8.1460610e-01 8.4660160e-01
8.2658756e-01 4.6098630e-01 5.5339180e-01 6.1819590e-01 6.8759640e-01 8.1408410e-01 8.4624000e-01
8.2702892e-01 4.6012410e-01 5.5259960e-01 6.1743730e-01 6.8697260e-01 8.1365460e-01 8.4586130e-01
8.2746903e-01 4.5925450e-01 5.5179640e-01 6.1670940e-01 6.8624350e-01 8.1326360e-01 8.4554870e-01
8.2790789e-01 4.5840980e-01 5.5099160e-01 6.1603280e-01 6.8567120e-01 8.1269000e-01 8.4511670e-01
8.2834550e-01 4.5754840e-01 5.5018730e-01 6.1530680e-01 6.8512610e-01 8.1215350e-01 8.4470340e-01
8.2878187e-01 4.5669110e-01 5.4937400e-01 6.1452670e-01 6.8445810e-01 8.1177180e-01 8.4424480e-01
8.2921699e-01 4.5583250e-01 5.4857470e-01 6.1382620e-01 6.8380600e-01 8.1128610e-01 8.4402790e-01
8.2965087e-01 4.5497990e-01 5.4776390e-01 6.1306860e-01 6.8320740e-01 8.1081100e-01 8.4349030e-01
8.3008350e-01 4.5415740e-01 5.4695880e-01 6.1235250e-01 6.8259620e-01 8.1034730e-01 8.4317160e-01
8.3051490e-01 4.5328550e-01 5.4614700e-01 6.1161580e-01 6.8191420e-01 8.0983540e-01 8.4275990e-01
8.3094506e-01 4.5241130e-01 5.4534800e-01 6.1088370e-01 6.8128220e-01 8.0940820e-01 8.4229920e-01
8.3137398e-01 4.5156060e-01 5.4454310e-01 6.1018320e-01 6.8072770e-01 8.0895310e-01 8.4203270e-01
8.3180167e-01 4.5072630e-01 5.4373080e-01 6.0940750e-01 6.7999350e-01 8.0839530e-01 8.4162580e-01
8.3222813e-01 4.4986710e-01 5.4292080e-01 6.0868970e-01 6.7939090e-01 8.0793430e-01 8.4123760e-01
8.3265337e-01 4.4900550e-01 5.4212070e-01 6.0797150e-01 6.7886090e-01 8.0743820e-01 8.4073360e-01
8.3307737e-01 4.4814390e-01 5.4131630e-01 6.0725540e-01 6.7819890e-01 8.0695800e-01 8.4049510e-01
8.3350015e-01 4.4728840e-01 5.4051950e-01 6.0647430e-01 6.7746640e-01 8.0645800e-01 8.4010780e-01
8.3392170e-01 4.4645050e-01 5.3971300e-01 6.0579880e-01 6.7694220e-01 8.0598980e-01 8.3959480e-01
8.3434203e-01 4.4559450e-01 5.3889390e-01 6.0505940e-01 6.7630710e-01 8.0556130e-01 8.3929830e-01
8.3476114e-01 4.4474020e-01 5.3807620e-01 6.0426790e-01 6.7565360e-01 8.0506990e-01 8.3894780e-01
8.3517904e-01 4.4387090e-01 5.3727710e-01 6.0358830e-01 6.7500500e-01 8.0454040e-01 8.3843510e-01
8.3559572e-01 4.4301870e-01 5.3647080e-01 6.0281540e-01 6.7438620e-01 8.0404170e-01 8.3798390e-01
8.3601118e-01 4.4218560e-01 5.3565260e-01 6.0205630e-01 6.7376480e-01 8.0358280e-01 8.3769670e-01
8.3642543e-01 4.4133960e-01 5.3486430e-01 6.0139230e-01 6.7307980e-01 8.0311850e-01 8.3721760e-01
8.3683847e-01 4.4048160e-01 5.3404940e-01 6.0064430e-01 6.7246160e-01 8.0260640e-01 8.3679230e-01
8.3725030e-01 4.3961430e-01 5.3323330e-01 5.9984840e-01 6.7187930e-01 8.0213340e-01 8.3641220e-01
8.3766092e-01 4.3879940e-01 5.3243450e-01 5.9914760e-01 6.7121460e-01 8.0155520e-01 8.3606190e-01
8.3807034e-01 4.3795730e-01 5.3161870e-01 5.9842620e-01 6.7056800e-01 8.0104210e-01 8.3559130e-01
8.3847855e-01 4.3707550e-01 5.3081020e-01 5.9771640e-01 6.7001840e-01 8.0062330e-01 8.3527000e-01
8.3888556e-01 4.3622080e-01 5.2999310e-01 5.9693980e-01 6.6931410e-01 8.0015620e-01 8.3484660e-01
8.3929137e-01 4.3539830e-01 5.2918350e-01 5.9620220e-01 6.6867420e-01 7.9960830e-01 8.3433360e-01
8.3969598e-01 4.3452100e-01 5.2839620e-01 5.9549300e-01 6.6803190e-01 7.9909160e-01 8.3403560e-01
8.4009939e-01 4.3369530e-01 5.2757840e-01 5.9469930e-01 6.6742030e-01 7.9858950e-01 8.3352200e-01
8.4050161e-01 4.3283940e-01 5.2675860e-01 5.9396530e-01 6.6675560e-01 7.9817070e-01 8.3331000e-01
8.4090264e-01 4.3198770e-01 5.2595600e-01 5.9328150e-01 6.6613810e-01 7.9764930e-01 8.3283070e-01
8.4130247e-01 4.3114760e-01 5.2512810e-01 5.9245370e-01 6.6546730e-01 7.9715570e-01 8.3245400e-01
8.4170112e-01 4.3030250e-01 5.2432430e-01 5.9175020e-01 6.6489360e-01 7.9660520e-01 8.3192060e-01
8.4209857e-01 4.2944300e-01 5.2353480e-01 5.9106350e-01 6.6419730e-01 7.9601160e-01 8.3158860e-01
8.4249484e-01 4.2858390e-01 5.2269940e-01 5.9023830e-01 6.6357360e-01 7.9562770e-01 8.3111570e-01
8.4288993e-01 4.2778100e-01 5.2189140e-01 5.8953340e-01 6.6290720e-01 7.9514110e-01 8.3077230e-01
8.4328383e-01 4.2691550e-01 5.2109170e-01 5.8880390e-01 6.6223730e-01 7.9456000e-01 8.3035690e-01
8.4367655e-01 4.2605640e-01 5.2026680e-01 5.8805970e-01 6.6168180e-01 7.9406950e-01 8.2984420e-01
8.4406809e-01 4.2522120e-01 5.1946670e-01 5.8732770e-01 6.6098850e-01 7.9355580e-01 8.2946680e-01
8.4445845e-01 4.2437480e-01 5.1863760e-01 5.8656260e-01 6.6030690e-01 7.9311990e-01 8.2897390e-01
8.4484763e-01 4.2353090e-01 5.1785010e-01 5.8586950e-01 6.5972920e-01 7.9253940e-01 8.2872210e-01
8.4523564e-01 4.2268460e-01 5.1702180e-01 5.8509330e-01 6.5909610e-01 7.9207350e-01 8.2816510e-01
8.4562247e-01 4.2184480e-01 5.1620990e-01 5.8432290e-01 6.5838820e-01 7.9148090e-01 8.2783980e-01
8.4600814e-01 4.2100860e-01 5.1541480e-01 5.8362310e-01 6.5780980e-01 7.9101510e-01 8.2748750e-01
8.4639263e-01 4.2016470e-01 5.1457910e-01 5.8286310e-01 6.5713490e-01 7.9046840e-01 8.2689330e-01
8.4677596e-01 4.1931730e-01 5.1376820e-01 5.8210360e-01 6.5649240e-01 7.8994830e-01 8.2648640e-01
8.4715811e-01 4.1847230e-01 5.1297490e-01 5.8137900e-01 6.5585760e-01 7.8937610e-01 8.2622980e-01
8.4753910e-01 4.1764780e-01 5.1216110e-01 5.8060720e-01 6.5521620e-01 7.8899210e-01 8.2575600e-01
8.4791893e-01 4.1677110e-01 5.1132390e-01 5.7987500e-01 6.5456470e-01 7.8835620e-01 8.2522260e-01
8.4829760e-01 4.1592910e-01 5.1051370e-01 5.7913430e-01 6.5389770e-01 7.8792440e-01 8.2473930e-01
8.4867510e-01 4.1509840e-01 5.0970980e-01 5.7835490e-01 6.5322970e-01 7.8735110e-01 8.2440300e-01
8.4905145e-01 4.1427350e-01 5.0887300e-01 5.7760070e-01 6.5264570e-01 7.8686600e-01 8.2412870e-01
8.4942663e-01 4.1340850e-01 5.0806860e-01 5.7688000e-01 6.5193960e-01 7.8632290e-01 8.2357980e-01
8.4980066e-01 4.1258550e-01 5.0724400e-01 5.7611470e-01 6.5127140e-01 7.8576540e-01 8.2306470e-01
8.5017354e-01 4.1173150e-01 5.0643050e-01 5.7535690e-01 6.5062790e-01 7.8527620e-01 8.2273930e-01
8.5054526e-01 4.1090630e-01 5.0563010e-01 5.7463130e-01 6.5000020e-01 7.8470950e-01 8.2227160e-01
8.5091584e-01 4.1004620e-01 5.0480160e-01 5.7388740e-01 6.4931830e-01 7.8424570e-01 8.2175250e-01
8.5128526e-01 4.0922870e-01 5.0398670e-01 5.7312940e-01 6.4871850e-01 7.8369440e-01 8.2137940e-01
8.5165353e-01 4.0838180e-01 5.0318180e-01 5.7236270e-01 6.4799980e-01 7.8311480e-01 8.2100780e-01
8.5202065e-01 4.0754940e-01 5.0234710e-01 5.7160840e-01 6.4736030e-01 7.8252160e-01 8.2051170e-01
8.5238663e-01 4.0672400e-01 5.0153830e-01 5.7085160e-01 6.4674790e-01 7.8210130e-01 8.2019520e-01
8.5275147e-01 4.0587260e-01 5.0073140e-01 5.7012770e-01 6.4607360e-01 7.8150660e-01 8.1965540e-01
8.5311516e-01 4.0500930e-01 4.9990370e-01 5.6935800e-01 6.4540980e-01 7.8098890e-01 8.1912720e-01
8.5347771e-01 4.0418600e-01 4.9908390e-01 5.6858270e-01 6.4477990e-01 7.8036250e-01 8.1876470e-01
8.5383913e-01 4.0334940e-01 4.9827470e-01 5.6785950e-01 6.4409220e-01 7.7993070e-01 8.1831560e-01
8.5419940e-01 4.0249530e-01 4.9743790e-01 5.6708530e-01 6.4338770e-01 7.7930660e-01 8.1795980e-01
8.5455853e-01 4.0164010e-01 4.9662700e-01 5.6633880e-01 6.4280230e-01 7.7882050e-01 8.1742640e-01
8.5491654e-01 4.0081560e-01 4.9581850e-01 5.6561400e-01 6.4210710e-01 7.7829070e-01 8.1697890e-01
8.5527340e-01 3.9999110e-01 4.9499330e-01 5.6480090e-01 6.4145510e-01 7.7764770e-01 8.1655400e-01
8.5562914e-01 3.9913950e-01 4.9417390e-01 5.6408540e-01 6.4082620e-01 7.7714660e-01 8.1608660e-01
8.5598374e-01 3.9830860e-01 4.9335100e-01 5.6328100e-01 6.4011370e-01 7.7663270e-01 8.1559960e-01
8.5633721e-01 3.9746120e-01 4.9253140e-01 5.6252610e-01 6.3946460e-01 7.7607990e-01 8.1522230e-01
8.5668956e-01 3.9664050e-01 4.9170720e-01 5.6180650e-01 6.3884030e-01 7.7554290e-01 8.1486920e-01
8.5704077e-01 3.9582380e-01 4.9088510e-01 5.6102100e-01 6.3815840e-01 7.7494660e-01 8.1436260e-01
8.5739086e-01 3.9497860e-01 4.9006560e-01 5.6027640e-01 6.3751200e-01 7.7447520e-01 8.1380430e-01
8.5773983e-01 3.9413420e-01 4.8924890e-01 5.5952230e-01 6.3678350e-01 7.7379840e-01 8.1344970e-01
8.5808767e-01 3.9333060e-01 4.8841760e-01 5.5875360e-01 6.3615470e-01 7.7334290e-01 8.1287610e-01
8.5843440e-01 3.9246920e-01 4.8759630e-01 5.5799530e-01 6.3553380e-01 7.7269780e-01 8.1257940e-01
8.5878000e-01 3.9163420e-01 4.8678290e-01 5.5718710e-01 6.3479600e-01 7.7219890e-01 8.1206670e-01
8.5912448e-01 3.9081570e-01 4.8595010e-01 5.5648790e-01 6.3415480e-01 7.7163930e-01 8.1147250e-01
8.5946785e-01 3.8995530e-01 4.8513430e-01 5.5571360e-01 6.3348110e-01 7.7106240e-01 8.1107770e-01
8.5981010e-01 3.8911950e-01 4.8431290e-01 5.5493430e-01 6.3282090e-01 7.7049440e-01 8.1051940e-01
8.6015123e-01 3.8830190e-01 4.8348290e-01 5.5414630e-01 6.3214840e-01 7.6986350e-01 8.1023330e-01
8.6049126e-01 3.8746390e-01 4.8265090e-01 5.5337060e-01 6.3146410e-01 7.6939000e-01 8.0974100e-01
8.6083017e-01 3.8660800e-01 4.8183020e-01 5.5267250e-01 6.3080300e-01 7.6877120e-01 8.0926170e-01
8.6116796e-01 3.8579050e-01 4.8100340e-01 5.5186030e-01 6.3018060e-01 7.6814100e-01 8.0884880e-01
8.6150465e-01 3.8494620e-01 4.8018650e-01 5.5110630e-01 6.2948410e-01 7.6766010e-01 8.0825450e-01
8.6184023e-01 3.8410630e-01 4.7935720e-01 5.5032860e-01 6.2874210e-01 7.6702060e-01 8.0785190e-01
