   r(mas)        I/I0_B        I/I0_V        I/I0_R        I/I0_I        I/I0_H        I/I0_K
3.7561295e-01 5.6655270e-01 6.5036640e-01 7.0476510e-01 7.6085300e-01 8.6551810e-01 8.8864530e-01
3.7591795e-01 5.6565770e-01 6.4958650e-01 7.0408700e-01 7.6025760e-01 8.6512200e-01 8.8833040e-01
3.7622216e-01 5.6472460e-01 6.4873580e-01 7.0331800e-01 7.5964870e-01 8.6470450e-01 8.8809570e-01
3.7652558e-01 5.6384910e-01 6.4794840e-01 7.0259170e-01 7.5903700e-01 8.6429460e-01 8.8765190e-01
3.7682821e-01 5.6293480e-01 6.4715700e-01 7.0195030e-01 7.5848550e-01 8.6391250e-01 8.8736700e-01
3.7713005e-01 5.6203730e-01 6.4634960e-01 7.0122110e-01 7.5787060e-01 8.6357160e-01 8.8707760e-01
3.7743111e-01 5.6109990e-01 6.4554130e-01 7.0048910e-01 7.5728750e-01 8.6318960e-01 8.8660720e-01
3.7773138e-01 5.6020980e-01 6.4477270e-01 6.9981940e-01 7.5669310e-01 8.6275350e-01 8.8642970e-01
3.7803087e-01 5.5929550e-01 6.4394850e-01 6.9910820e-01 7.5613190e-01 8.6240530e-01 8.8606660e-01
3.7832959e-01 5.5839650e-01 6.4314130e-01 6.9840860e-01 7.5549730e-01 8.6202320e-01 8.8581820e-01
3.7862752e-01 5.5751470e-01 6.4234050e-01 6.9765860e-01 7.5499970e-01 8.6153700e-01 8.8540220e-01
3.7892468e-01 5.5658400e-01 6.4155910e-01 6.9702030e-01 7.5436310e-01 8.6115260e-01 8.8520160e-01
3.7922107e-01 5.5571630e-01 6.4081270e-01 6.9633350e-01 7.5375560e-01 8.6073420e-01 8.8474870e-01
3.7951668e-01 5.5480890e-01 6.3993570e-01 6.9554400e-01 7.5318340e-01 8.6035310e-01 8.8442950e-01
3.7981153e-01 5.5392720e-01 6.3912180e-01 6.9483090e-01 7.5259300e-01 8.6001350e-01 8.8408660e-01
3.8010560e-01 5.5299990e-01 6.3835560e-01 6.9417740e-01 7.5195890e-01 8.5966530e-01 8.8383450e-01
3.8039891e-01 5.5212100e-01 6.3759990e-01 6.9350340e-01 7.5135380e-01 8.5925310e-01 8.8342230e-01
3.8069145e-01 5.5118470e-01 6.3674140e-01 6.9276900e-01 7.5081020e-01 8.5883230e-01 8.8326020e-01
3.8098323e-01 5.5031480e-01 6.3591440e-01 6.9201560e-01 7.5023740e-01 8.5845120e-01 8.8274590e-01
3.8127425e-01 5.4937930e-01 6.3513140e-01 6.9131140e-01 7.4960480e-01 8.5803150e-01 8.8252880e-01
3.8156451e-01 5.4849870e-01 6.3437780e-01 6.9066330e-01 7.4904170e-01 8.5759450e-01 8.8205360e-01
3.8185401e-01 5.4760190e-01 6.3358070e-01 6.8997820e-01 7.4837850e-01 8.5721720e-01 8.8193380e-01
3.8214276e-01 5.4667920e-01 6.3271720e-01 6.8921050e-01 7.4783190e-01 8.5680730e-01 8.8145930e-01
3.8243075e-01 5.4580970e-01 6.3194000e-01 6.8847270e-01 7.4717030e-01 8.5642520e-01 8.8124090e-01
3.8271798e-01 5.4489660e-01 6.3113210e-01 6.8780260e-01 7.4664160e-01 8.5598500e-01 8.8086420e-01
3.8300447e-01 5.4399830e-01 6.3036380e-01 6.8714640e-01 7.4609310e-01 8.5560290e-01 8.8044680e-01
3.8329020e-01 5.4308440e-01 6.2950690e-01 6.8635530e-01 7.4544970e-01 8.5520920e-01 8.8025270e-01
3.8357519e-01 5.4220900e-01 6.2873230e-01 6.8565760e-01 7.4481930e-01 8.5478950e-01 8.7975450e-01
3.8385943e-01 5.4131950e-01 6.2791560e-01 6.8497600e-01 7.4420990e-01 8.5437960e-01 8.7952350e-01
3.8414293e-01 5.4040680e-01 6.2716850e-01 6.8430350e-01 7.4368890e-01 8.5396120e-01 8.7923470e-01
3.8442569e-01 5.3952300e-01 6.2634410e-01 6.8351730e-01 7.4301290e-01 8.5353440e-01 8.7884500e-01
3.8470770e-01 5.3862940e-01 6.2554020e-01 6.8287160e-01 7.4245890e-01 8.5310210e-01 8.7858670e-01
3.8498897e-01 5.3772760e-01 6.2471350e-01 6.8213700e-01 7.4186170e-01 8.5272000e-01 8.7819710e-01
3.8526951e-01 5.3683140e-01 6.2392590e-01 6.8138870e-01 7.4125380e-01 8.5234400e-01 8.7787230e-01
3.8554931e-01 5.3591630e-01 6.2313440e-01 6.8070570e-01 7.4070220e-01 8.5192430e-01 8.7750480e-01
3.8582837e-01 5.3501450e-01 6.2229110e-01 6.7999780e-01 7.4007020e-01 8.5154220e-01 8.7722440e-01
3.8610670e-01 5.3414130e-01 6.2151610e-01 6.7932850e-01 7.3946090e-01 8.5111230e-01 8.7678430e-01
3.8638430e-01 5.3325400e-01 6.2070620e-01 6.7853270e-01 7.3887870e-01 8.5069240e-01 8.7661290e-01
3.8666117e-01 5.3232120e-01 6.1990310e-01 6.7786910e-01 7.3832740e-01 8.5028250e-01 8.7610950e-01
3.8693732e-01 5.3145610e-01 6.1909850e-01 6.7714030e-01 7.3763610e-01 8.4985480e-01 8.7587010e-01
3.8721273e-01 5.3055930e-01 6.1830900e-01 6.7643050e-01 7.3701930e-01 8.4947040e-01 8.7549800e-01
3.8748742e-01 5.2966080e-01 6.1746500e-01 6.7566700e-01 7.3647390e-01 8.4898710e-01 8.7522650e-01
3.8776138e-01 5.2880520e-01 6.1668550e-01 6.7502320e-01 7.3595950e-01 8.4853000e-01 8.7483590e-01
3.8803463e-01 5.2789110e-01 6.1587920e-01 6.7426000e-01 7.3522250e-01 8.4815400e-01 8.7455010e-01
3.8830715e-01 5.2698170e-01 6.1509830e-01 6.7361690e-01 7.3464770e-01 8.4777280e-01 8.7409080e-01
3.8857895e-01 5.2611840e-01 6.1426900e-01 6.7289260e-01 7.3407160e-01 8.4738840e-01 8.7379240e-01
3.8885004e-01 5.2521590e-01 6.1344540e-01 6.7209040e-01 7.3352020e-01 8.4699710e-01 8.7354120e-01
3.8912041e-01 5.2430370e-01 6.1266300e-01 6.7142220e-01 7.3284930e-01 8.4649310e-01 8.7319890e-01
3.8939006e-01 5.2343000e-01 6.1189350e-01 6.7077560e-01 7.3226740e-01 8.4604680e-01 8.7274920e-01
3.8965900e-01 5.2251980e-01 6.1106030e-01 6.7002150e-01 7.3168940e-01 8.4566250e-01 8.7250660e-01
3.8992723e-01 5.2164990e-01 6.1023280e-01 6.6921480e-01 7.3103630e-01 8.4528040e-01 8.7215420e-01
3.9019475e-01 5.2077830e-01 6.0945030e-01 6.6859710e-01 7.3041760e-01 8.4488990e-01 8.7171040e-01
3.9046156e-01 5.1985100e-01 6.0866500e-01 6.6793410e-01 7.2986330e-01 8.4448000e-01 8.7146350e-01
3.9072767e-01 5.1897060e-01 6.0784140e-01 6.6710320e-01 7.2922090e-01 8.4391930e-01 8.7109890e-01
3.9099306e-01 5.1810730e-01 6.0703730e-01 6.6640790e-01 7.2861220e-01 8.4350100e-01 8.7066780e-01
3.9125775e-01 5.1719030e-01 6.0623820e-01 6.6576030e-01 7.2802220e-01 8.4310960e-01 8.7045100e-01
3.9152174e-01 5.1632730e-01 6.0543860e-01 6.6494800e-01 7.2739250e-01 8.4276140e-01 8.6997490e-01
3.9178503e-01 5.1542910e-01 6.0458680e-01 6.6420470e-01 7.2677410e-01 8.4231050e-01 8.6973230e-01
3.9204762e-01 5.1453750e-01 6.0382450e-01 6.6359290e-01 7.2621210e-01 8.4192850e-01 8.6932700e-01
3.9230951e-01 5.1365930e-01 6.0302210e-01 6.6288210e-01 7.2561310e-01 8.4150040e-01 8.6889600e-01
3.9257070e-01 5.1276110e-01 6.0217590e-01 6.6209240e-01 7.2501930e-01 8.4103640e-01 8.6870290e-01
3.9283119e-01 5.1189330e-01 6.0138420e-01 6.6136060e-01 7.2436940e-01 8.4062410e-01 8.6823160e-01
3.9309099e-01 5.1099860e-01 6.0059960e-01 6.6069270e-01 7.2380490e-01 8.4020340e-01 8.6797370e-01
3.9335010e-01 5.1011870e-01 5.9983060e-01 6.6006440e-01 7.2312470e-01 8.3975770e-01 8.6756950e-01
3.9360852e-01 5.0922180e-01 5.9894960e-01 6.5922580e-01 7.2261260e-01 8.3933800e-01 8.6730220e-01
3.9386624e-01 5.0832620e-01 5.9815430e-01 6.5846120e-01 7.2194730e-01 8.3888950e-01 8.6686920e-01
3.9412328e-01 5.0748750e-01 5.9738560e-01 6.5783170e-01 7.2130550e-01 8.3842310e-01 8.6656090e-01
3.9437963e-01 5.0657610e-01 5.9659910e-01 6.5718470e-01 7.2071940e-01 8.3803170e-01 8.6619280e-01
3.9463529e-01 5.0570890e-01 5.9569770e-01 6.5625170e-01 7.2012560e-01 8.3764820e-01 8.6589660e-01
3.9489026e-01 5.0482820e-01 5.9494260e-01 6.5560370e-01 7.1950380e-01 8.3720070e-01 8.6542610e-01
3.9514455e-01 5.0394640e-01 5.9416370e-01 6.5500250e-01 7.1884930e-01 8.3678230e-01 8.6522020e-01
3.9539816e-01 5.0304980e-01 5.9334200e-01 6.5426300e-01 7.1828530e-01 8.3625230e-01 8.6475190e-01
3.9565109e-01 5.0215000e-01 5.9249190e-01 6.5336880e-01 7.1764530e-01 8.3586790e-01 8.6440800e-01
3.9590334e-01 5.0129540e-01 5.9171980e-01 6.5277190e-01 7.1706420e-01 8.3536860e-01 8.6406720e-01
3.9615491e-01 5.0040370e-01 5.9095240e-01 6.5216020e-01 7.1644950e-01 8.3495020e-01 8.6375210e-01
3.9640580e-01 4.9952290e-01 5.9010140e-01 6.5126040e-01 7.1577060e-01 8.3452020e-01 8.6341930e-01
3.9665602e-01 4.9863610e-01 5.8929490e-01 6.5058460e-01 7.1520750e-01 8.3406230e-01 8.6302070e-01
3.9690556e-01 4.9777350e-01 5.8849880e-01 6.4994570e-01 7.1460790e-01 8.3371410e-01 8.6272700e-01
3.9715443e-01 4.9686230e-01 5.8767560e-01 6.4911430e-01 7.1398050e-01 8.3329530e-01 8.6224870e-01
3.9740263e-01 4.9599930e-01 5.8685170e-01 6.4836210e-01 7.1337870e-01 8.3277240e-01 8.6201210e-01
3.9765015e-01 4.9512360e-01 5.8607010e-01 6.4775420e-01 7.1279810e-01 8.3236240e-01 8.6152000e-01
3.9789701e-01 4.9422590e-01 5.8526280e-01 6.4699890e-01 7.1210840e-01 8.3193470e-01 8.6131930e-01
3.9814319e-01 4.9335770e-01 5.8443370e-01 6.4620040e-01 7.1149090e-01 8.3150340e-01 8.6080560e-01
3.9838871e-01 4.9248390e-01 5.8362710e-01 6.4552580e-01 7.1090290e-01 8.3100290e-01 8.6052520e-01
3.9863357e-01 4.9162270e-01 5.8283720e-01 6.4481030e-01 7.1027120e-01 8.3059300e-01 8.6009710e-01
3.9887775e-01 4.9071390e-01 5.8200780e-01 6.4402700e-01 7.0964450e-01 8.3015660e-01 8.5977200e-01
3.9912128e-01 4.8984690e-01 5.8119670e-01 6.4334130e-01 7.0904920e-01 8.2964100e-01 8.5941850e-01
3.9936414e-01 4.8895340e-01 5.8040080e-01 6.4261070e-01 7.0843450e-01 8.2919470e-01 8.5902630e-01
3.9960634e-01 4.8810570e-01 5.7961470e-01 6.4195730e-01 7.0783950e-01 8.2876090e-01 8.5861070e-01
3.9984789e-01 4.8720970e-01 5.7876420e-01 6.4118150e-01 7.0719080e-01 8.2836720e-01 8.5836420e-01
4.0008877e-01 4.8634270e-01 5.7797300e-01 6.4042610e-01 7.0657450e-01 8.2788100e-01 8.5785080e-01
4.0032899e-01 4.8542900e-01 5.7715350e-01 6.3972460e-01 7.0597490e-01 8.2736360e-01 8.5761910e-01
4.0056856e-01 4.8457230e-01 5.7633170e-01 6.3898790e-01 7.0529840e-01 8.2697920e-01 8.5718650e-01
4.0080748e-01 4.8368230e-01 5.7554320e-01 6.3823680e-01 7.0474730e-01 8.2658780e-01 8.5676060e-01
4.0104574e-01 4.8283430e-01 5.7472540e-01 6.3753200e-01 7.0410960e-01 8.2610160e-01 8.5653050e-01
4.0128335e-01 4.8197340e-01 5.7394640e-01 6.3687190e-01 7.0345350e-01 8.2563530e-01 8.5609620e-01
4.0152030e-01 4.8109410e-01 5.7311310e-01 6.3603800e-01 7.0285410e-01 8.2524390e-01 8.5555790e-01
4.0175661e-01 4.8024460e-01 5.7229130e-01 6.3535380e-01 7.0230450e-01 8.2474100e-01 8.5543840e-01
4.0199226e-01 4.7934030e-01 5.7149330e-01 6.3467470e-01 7.0162070e-01 8.2427550e-01 8.5501720e-01
4.0222727e-01 4.7847510e-01 5.7065900e-01 6.3381480e-01 7.0093400e-01 8.2375040e-01 8.5462850e-01
4.0246163e-01 4.7758180e-01 5.6986530e-01 6.3313450e-01 7.0041630e-01 8.2330180e-01 8.5428590e-01
4.0269534e-01 4.7672870e-01 5.6905750e-01 6.3246210e-01 6.9978510e-01 8.2287980e-01 8.5387070e-01
4.0292841e-01 4.7583180e-01 5.6822770e-01 6.3162850e-01 6.9909760e-01 8.2239780e-01 8.5347630e-01
4.0316084e-01 4.7497680e-01 5.6743040e-01 6.3095420e-01 6.9850240e-01 8.2194230e-01 8.5316190e-01
4.0339262e-01 4.7410760e-01 5.6661400e-01 6.3024780e-01 6.9798220e-01 8.2151920e-01 8.5276140e-01
4.0362376e-01 4.7323970e-01 5.6580250e-01 6.2944730e-01 6.9720610e-01 8.2109020e-01 8.5229010e-01
4.0385426e-01 4.7234140e-01 5.6497620e-01 6.2876060e-01 6.9663420e-01 8.2064400e-01 8.5198940e-01
4.0408413e-01 4.7149460e-01 5.6416610e-01 6.2801160e-01 6.9608900e-01 8.2012090e-01 8.5161150e-01
4.0431335e-01 4.7063490e-01 5.6336470e-01 6.2728100e-01 6.9533870e-01 8.1959670e-01 8.5117720e-01
4.0454194e-01 4.6973140e-01 5.6255080e-01 6.2655960e-01 6.9468060e-01 8.1915050e-01 8.5076720e-01
4.0476989e-01 4.6890370e-01 5.6173880e-01 6.2581660e-01 6.9415950e-01 8.1868180e-01 8.5052130e-01
4.0499720e-01 4.6802420e-01 5.6092770e-01 6.2510280e-01 6.9358430e-01 8.1821990e-01 8.5000790e-01
4.0522388e-01 4.6716570e-01 5.6011790e-01 6.2441410e-01 6.9284690e-01 8.1771700e-01 8.4962940e-01
4.0544993e-01 4.6626210e-01 5.5929250e-01 6.2358770e-01 6.9220540e-01 8.1729620e-01 8.4934350e-01
4.0567535e-01 4.6537970e-01 5.5847760e-01 6.2286640e-01 6.9165770e-01 8.1683140e-01 8.4890070e-01
4.0590013e-01 4.6453380e-01 5.5767160e-01 6.2219150e-01 6.9095670e-01 8.1635760e-01 8.4853920e-01
4.0612429e-01 4.6364810e-01 5.5684990e-01 6.2139190e-01 6.9031220e-01 8.1584620e-01 8.4820700e-01
4.0634782e-01 4.6279870e-01 5.5602710e-01 6.2068500e-01 6.8976450e-01 8.1533790e-01 8.4771490e-01
4.0657072e-01 4.6194860e-01 5.5523850e-01 6.1997310e-01 6.8906160e-01 8.1491590e-01 8.4746130e-01
4.0679299e-01 4.6105650e-01 5.5441480e-01 6.1920950e-01 6.8841980e-01 8.1445880e-01 8.4690220e-01
4.0701464e-01 4.6017980e-01 5.5359200e-01 6.1845810e-01 6.8781040e-01 8.1398300e-01 8.4662280e-01
4.0723566e-01 4.5931810e-01 5.5278440e-01 6.1772940e-01 6.8719910e-01 8.1351760e-01 8.4630720e-01
4.0745606e-01 4.5845170e-01 5.5194780e-01 6.1696290e-01 6.8661770e-01 8.1299950e-01 8.4583270e-01
4.0767584e-01 4.5760730e-01 5.5113960e-01 6.1624660e-01 6.8589030e-01 8.1258730e-01 8.4537990e-01
4.0789500e-01 4.5675250e-01 5.5032620e-01 6.1550220e-01 6.8527900e-01 8.1208330e-01 8.4504690e-01
4.0811353e-01 4.5588320e-01 5.4951660e-01 6.1477400e-01 6.8466610e-01 8.1153000e-01 8.4468700e-01
4.0833145e-01 4.5497180e-01 5.4868680e-01 6.1405870e-01 6.8405200e-01 8.1114560e-01 8.4422790e-01
4.0854874e-01 4.5413780e-01 5.4788560e-01 6.1330420e-01 6.8336270e-01 8.1064160e-01 8.4391120e-01
4.0876542e-01 4.5325710e-01 5.4706120e-01 6.1254490e-01 6.8271210e-01 8.1007760e-01 8.4343380e-01
4.0898149e-01 4.5241070e-01 5.4625400e-01 6.1183450e-01 6.8209750e-01 8.0969560e-01 8.4301770e-01
4.0919693e-01 4.5156540e-01 5.4543140e-01 6.1106270e-01 6.8149450e-01 8.0912050e-01 8.4270550e-01
4.0941177e-01 4.5068600e-01 5.4461200e-01 6.1032550e-01 6.8085070e-01 8.0865640e-01 8.4232700e-01
4.0962599e-01 4.4981120e-01 5.4379980e-01 6.0958260e-01 6.8017740e-01 8.0814370e-01 8.4183190e-01
4.0983959e-01 4.4896290e-01 5.4298270e-01 6.0882960e-01 6.7954060e-01 8.0767650e-01 8.4143360e-01
4.1005259e-01 4.4809780e-01 5.4215460e-01 6.0810970e-01 6.7898270e-01 8.0720630e-01 8.4110480e-01
4.1026497e-01 4.4721470e-01 5.4134670e-01 6.0735590e-01 6.7825020e-01 8.0671080e-01 8.4080260e-01
4.1047675e-01 4.4634510e-01 5.4052520e-01 6.0657620e-01 6.7764340e-01 8.0619020e-01 8.4026420e-01
4.1068791e-01 4.4549220e-01 5.3970280e-01 6.0589160e-01 6.7702820e-01 8.0580810e-01 8.3980440e-01
4.1089847e-01 4.4460980e-01 5.3887660e-01 6.0512930e-01 6.7638420e-01 8.0526680e-01 8.3953290e-01
4.1110842e-01 4.4377950e-01 5.3806710e-01 6.0434910e-01 6.7572330e-01 8.0469670e-01 8.3905920e-01
4.1131776e-01 4.4292040e-01 5.3724560e-01 6.0363600e-01 6.7508930e-01 8.0419890e-01 8.3859120e-01
4.1152650e-01 4.4203660e-01 5.3642180e-01 6.0290330e-01 6.7442990e-01 8.0378290e-01 8.3838070e-01
4.1173464e-01 4.4119040e-01 5.3560700e-01 6.0211460e-01 6.7379370e-01 8.0329010e-01 8.3786830e-01
4.1194217e-01 4.4032380e-01 5.3478730e-01 6.0140880e-01 6.7316920e-01 8.0272240e-01 8.3749150e-01
4.1214910e-01 4.3950370e-01 5.3396740e-01 6.0064690e-01 6.7253460e-01 8.0220660e-01 8.3712260e-01
4.1235543e-01 4.3860420e-01 5.3315070e-01 5.9989160e-01 6.7187360e-01 8.0170870e-01 8.3672420e-01
4.1256115e-01 4.3773790e-01 5.3233150e-01 5.9915480e-01 6.7124750e-01 8.0127230e-01 8.3623130e-01
4.1276628e-01 4.3690300e-01 5.3151290e-01 5.9840870e-01 6.7058010e-01 8.0073020e-01 8.3584900e-01
4.1297081e-01 4.3604240e-01 5.3068420e-01 5.9761990e-01 6.6994130e-01 8.0025870e-01 8.3549300e-01
4.1317474e-01 4.3517100e-01 5.2988270e-01 5.9688640e-01 6.6934300e-01 7.9974870e-01 8.3502470e-01
4.1337808e-01 4.3433130e-01 5.2905510e-01 5.9620300e-01 6.6864240e-01 7.9916520e-01 8.3458400e-01
4.1358081e-01 4.3346900e-01 5.2822530e-01 5.9538540e-01 6.6797180e-01 7.9875530e-01 8.3422850e-01
4.1378296e-01 4.3260050e-01 5.2740290e-01 5.9462030e-01 6.6736590e-01 7.9818660e-01 8.3370860e-01
4.1398450e-01 4.3175250e-01 5.2658910e-01 5.9393510e-01 6.6671520e-01 7.9767170e-01 8.3330120e-01
4.1418546e-01 4.3089810e-01 5.2575720e-01 5.9312200e-01 6.6601540e-01 7.9717520e-01 8.3301630e-01
4.1438582e-01 4.3002660e-01 5.2493000e-01 5.9239630e-01 6.6544580e-01 7.9665550e-01 8.3250200e-01
4.1458559e-01 4.2916650e-01 5.2412250e-01 5.9168580e-01 6.6477900e-01 7.9623400e-01 8.3212440e-01
4.1478477e-01 4.2834620e-01 5.2329740e-01 5.9084300e-01 6.6408780e-01 7.9564190e-01 8.3168990e-01
4.1498336e-01 4.2747960e-01 5.2246600e-01 5.9015670e-01 6.6349180e-01 7.9509800e-01 8.3124180e-01
4.1518136e-01 4.2660520e-01 5.2166330e-01 5.8944220e-01 6.6277330e-01 7.9463170e-01 8.3086500e-01
4.1537877e-01 4.2575690e-01 5.2081880e-01 5.8858030e-01 6.6213480e-01 7.9413610e-01 8.3039460e-01
4.1557559e-01 4.2491070e-01 5.1999160e-01 5.8788400e-01 6.6151540e-01 7.9356280e-01 8.3000490e-01
4.1577183e-01 4.2404370e-01 5.1917080e-01 5.8716540e-01 6.6079020e-01 7.9302380e-01 8.2960790e-01
4.1596748e-01 4.2318250e-01 5.1835620e-01 5.8634080e-01 6.6018350e-01 7.9259380e-01 8.2921260e-01
4.1616255e-01 4.2233430e-01 5.1753200e-01 5.8565280e-01 6.5958130e-01 7.9200760e-01 8.2871440e-01
4.1635703e-01 4.2150250e-01 5.1670070e-01 5.8488650e-01 6.5889660e-01 7.9149190e-01 8.2830700e-01
4.1655093e-01 4.2062550e-01 5.1586210e-01 5.8406010e-01 6.5819790e-01 7.9100580e-01 8.2787400e-01
4.1674424e-01 4.1979030e-01 5.1504910e-01 5.8335540e-01 6.5757960e-01 7.9043230e-01 8.2757560e-01
4.1693698e-01 4.1891040e-01 5.1422990e-01 5.8259230e-01 6.5691470e-01 7.8993200e-01 8.2698050e-01
4.1712913e-01 4.1809580e-01 5.1338710e-01 5.8181790e-01 6.5621170e-01 7.8936440e-01 8.2645910e-01
4.1732070e-01 4.1721590e-01 5.1256090e-01 5.8105310e-01 6.5559420e-01 7.8887240e-01 8.2622070e-01
4.1751170e-01 4.1636520e-01 5.1174650e-01 5.8029470e-01 6.5492680e-01 7.8832520e-01 8.2579470e-01
4.1770211e-01 4.1549390e-01 5.1090960e-01 5.7956410e-01 6.5431230e-01 7.8776960e-01 8.2529950e-01
4.1789195e-01 4.1465380e-01 5.1008080e-01 5.7880290e-01 6.5360690e-01 7.8725630e-01 8.2482210e-01
4.1808121e-01 4.1380880e-01 5.0925120e-01 5.7803750e-01 6.5291030e-01 7.8674630e-01 8.2444140e-01
4.1826989e-01 4.1294840e-01 5.0842350e-01 5.7724750e-01 6.5233230e-01 7.8619050e-01 8.2394850e-01
4.1845800e-01 4.1212210e-01 5.0758820e-01 5.7648250e-01 6.5161450e-01 7.8569880e-01 8.2351210e-01
4.1864553e-01 4.1124040e-01 5.0677300e-01 5.7576790e-01 6.5091820e-01 7.8511260e-01 8.2309610e-01
4.1883249e-01 4.1040480e-01 5.0593500e-01 5.7495650e-01 6.5029810e-01 7.8458730e-01 8.2270550e-01
4.1901888e-01 4.0953420e-01 5.0511060e-01 5.7423540e-01 6.4968270e-01 7.8400120e-01 8.2227870e-01
4.1920469e-01 4.0868880e-01 5.0427120e-01 5.7342550e-01 6.4899070e-01 7.8357030e-01 8.2174980e-01
4.1938993e-01 4.0785010e-01 5.0344350e-01 5.7267400e-01 6.4832130e-01 7.8290930e-01 8.2140560e-01
4.1957461e-01 4.0698420e-01 5.0260550e-01 5.7194870e-01 6.4763790e-01 7.8242500e-01 8.2093760e-01
4.1975871e-01 4.0614380e-01 5.0179510e-01 5.7111350e-01 6.4696130e-01 7.8189080e-01 8.2042330e-01
4.1994224e-01 4.0527960e-01 5.0096290e-01 5.7039800e-01 6.4627090e-01 7.8131940e-01 8.1993940e-01
4.2012520e-01 4.0444440e-01 5.0013580e-01 5.6961400e-01 6.4564910e-01 7.8074550e-01 8.1959690e-01
4.2030760e-01 4.0357780e-01 4.9928310e-01 5.6883830e-01 6.4497630e-01 7.8015000e-01 8.1915830e-01
4.2048943e-01 4.0277880e-01 4.9845700e-01 5.6811260e-01 6.4430340e-01 7.7967670e-01 8.1864460e-01
4.2067069e-01 4.0189790e-01 4.9762440e-01 5.6731920e-01 6.4361940e-01 7.7905570e-01 8.1819130e-01
4.2085138e-01 4.0103930e-01 4.9679230e-01 5.6654970e-01 6.4296410e-01 7.7861700e-01 8.1775060e-01
4.2103152e-01 4.0021100e-01 4.9596300e-01 5.6576340e-01 6.4231630e-01 7.7795160e-01 8.1723690e-01
4.2121108e-01 3.9937180e-01 4.9512540e-01 5.6500280e-01 6.4157320e-01 7.7742610e-01 8.1683080e-01
4.2139009e-01 3.9851890e-01 4.9429090e-01 5.6419690e-01 6.4090880e-01 7.7689200e-01 8.1644320e-01
4.2156853e-01 3.9767280e-01 4.9346600e-01 5.6347110e-01 6.4030220e-01 7.7632100e-01 8.1603850e-01
4.2174641e-01 3.9683340e-01 4.9262510e-01 5.6268420e-01 6.3956070e-01 7.7574580e-01 8.1557140e-01
4.2192372e-01 3.9596410e-01 4.9178520e-01 5.6191180e-01 6.3895610e-01 7.7515020e-01 8.1502170e-01
4.2210048e-01 3.9510780e-01 4.9094770e-01 5.6111750e-01 6.3820840e-01 7.7467780e-01 8.1453780e-01
4.2227668e-01 3.9426870e-01 4.9011510e-01 5.6034000e-01 6.3763380e-01 7.7403650e-01 8.1416360e-01
4.2245231e-01 3.9342250e-01 4.8927330e-01 5.5962370e-01 6.3690590e-01 7.7350460e-01 8.1377050e-01
4.2262739e-01 3.9256030e-01 4.8843880e-01 5.5879640e-01 6.3622740e-01 7.7289750e-01 8.1321140e-01
4.2280191e-01 3.9173310e-01 4.8760950e-01 5.5804720e-01 6.3551870e-01 7.7231280e-01 8.1268250e-01
4.2297588e-01 3.9089370e-01 4.8677180e-01 5.5725850e-01 6.3484910e-01 7.7172430e-01 8.1220280e-01
4.2314929e-01 3.9003830e-01 4.8592280e-01 5.5646830e-01 6.3419400e-01 7.7116520e-01 8.1168690e-01
4.2332214e-01 3.8918540e-01 4.8508180e-01 5.5572690e-01 6.3348280e-01 7.7061290e-01 8.1132920e-01
4.2349443e-01 3.8834040e-01 4.8425200e-01 5.5490300e-01 6.3281750e-01 7.7009640e-01 8.1079500e-01
4.2366618e-01 3.8749620e-01 4.8341630e-01 5.5417340e-01 6.3211100e-01 7.6943060e-01 8.1036900e-01
4.2383736e-01 3.8664180e-01 4.8257800e-01 5.5333980e-01 6.3144790e-01 7.6888690e-01 8.0998900e-01
4.2400800e-01 3.8578400e-01 4.8172250e-01 5.5258670e-01 6.3070420e-01 7.6831700e-01 8.0941470e-01
4.2417808e-01 3.8494850e-01 4.8088590e-01 5.5182300e-01 6.3009820e-01 7.6769370e-01 8.0892600e-01
4.2434761e-01 3.8409200e-01 4.8004170e-01 5.5099320e-01 6.2935970e-01 7.6710660e-01 8.0850200e-01
4.2451659e-01 3.8328730e-01 4.7919560e-01 5.5026780e-01 6.2870760e-01 7.6654140e-01 8.0792770e-01
4.2468502e-01 3.8244140e-01 4.7837200e-01 5.4942400e-01 6.2798520e-01 7.6595650e-01 8.0757260e-01
4.2485290e-01 3.8158440e-01 4.7751490e-01 5.4868930e-01 6.2735330e-01 7.6541780e-01 8.0699830e-01
4.2502023e-01 3.8077270e-01 4.7667260e-01 5.4785340e-01 6.2662440e-01 7.6476110e-01 8.0652050e-01
4.2518702e-01 3.7988510e-01 4.7583960e-01 5.4712010e-01 6.2594310e-01 7.6417620e-01 8.0602530e-01
4.2535325e-01 3.7903720e-01 4.7499480e-01 5.4631300e-01 6.2524250e-01 7.6354230e-01 8.0559270e-01
4.2551894e-01 3.7819960e-01 4.7414620e-01 5.4554120e-01 6.2461530e-01 7.6295380e-01 8.0515070e-01
4.2568408e-01 3.7736030e-01 4.7329020e-01 5.4471980e-01 6.2381790e-01 7.6239840e-01 8.0462190e-01
4.2584867e-01 3.7649770e-01 4.7245130e-01 5.4396540e-01 6.2323120e-01 7.6176190e-01 8.0402680e-01
4.2601272e-01 3.7567810e-01 4.7161310e-01 5.4315290e-01 6.2244100e-01 7.6117610e-01 8.0356780e-01
4.2617623e-01 3.7480800e-01 4.7077210e-01 5.4236490e-01 6.2179110e-01 7.6057560e-01 8.0305420e-01
